"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.049797667E0,3.494983122E-1,1.881674927E-1,-5.997244243E-2,4.014383756E-1
3.059844667E0,7.758741347E-1,-8.604762554E-3,1.397707466E-1,7.884101575E-1
3.069890667E0,1.260403587E0,-1.659913427E-1,-6.386445880E-2,1.272890017E0
3.079936667E0,1.893558224E0,-1.122489989E-1,-5.069055768E-1,1.963444893E0
3.089983667E0,2.633702582E0,2.400340497E-2,-9.221807528E-1,2.790588252E0
3.100029667E0,3.391434195E0,1.292795992E-1,-1.040984480E0,3.549956028E0
3.110075667E0,3.870055401E0,2.065528929E-1,-7.790385747E-1,3.953086643E0
3.120122667E0,3.892751369E0,2.678866768E-1,-3.332058863E-1,3.916159171E0
3.130168667E0,4.009543069E0,2.889980489E-1,-3.340865135E-2,4.020083536E0
3.140214667E0,4.365197330E0,1.860759437E-1,4.014534545E-1,4.387566166E0
3.150261667E0,4.586309205E0,1.712362951E-1,8.415511572E-1,4.666022112E0
3.160307667E0,4.586410654E0,1.345555419E-1,8.797299671E-1,4.671958123E0
3.170353667E0,4.711536684E0,1.766578335E-1,7.525471795E-1,4.774527534E0
3.180400667E0,4.708727389E0,1.304531354E-1,5.404441094E-1,4.741435593E0
3.190446667E0,4.589725149E0,-3.652521729E-2,2.125381029E-1,4.594788730E0
3.200492667E0,4.692115157E0,-7.626874208E-2,2.598467553E-1,4.699923606E0
3.210539667E0,4.756065278E0,1.388479829E-2,5.427502513E-1,4.786953890E0
3.220585667E0,4.666653164E0,-5.255360484E-2,7.666097331E-1,4.729493009E0
3.230631667E0,4.414965321E0,-1.376066190E-1,7.796349907E-1,4.485385724E0
3.240678667E0,4.158316408E0,-1.476147133E-1,5.936806691E-1,4.203075326E0
3.250724667E0,4.141163309E0,-1.788160408E-1,2.724580300E-1,4.153967032E0
3.260770667E0,4.327731003E0,-2.170486450E-1,1.010960015E-1,4.334349565E0
3.270817667E0,4.371522848E0,-2.006665009E-1,-1.415224811E-1,4.378413830E0
3.280863667E0,4.200580668E0,-2.793086278E-1,-3.749491954E-1,4.226520810E0
3.290910667E0,3.837164521E0,-3.230194885E-1,-4.975055929E-1,3.882741939E0
3.300956667E0,3.530984721E0,-2.888325727E-1,-7.063834119E-1,3.612513651E0
3.311002667E0,3.435138624E0,-2.329589188E-1,-8.746171618E-1,3.552379822E0
3.321049667E0,3.334726728E0,-1.298233902E-1,-9.035105932E-1,3.457396109E0
3.331095667E0,3.180366667E0,6.005558252E-2,-8.763011599E-1,3.299430638E0
3.341141667E0,3.176182984E0,9.121013224E-2,-7.451750100E-1,3.263700880E0
3.351188667E0,3.130261876E0,-1.479059047E-1,-6.769520366E-1,3.206037996E0
3.361234667E0,2.744182506E0,-2.947020078E-1,-4.357929460E-1,2.794155040E0
3.371280667E0,2.246416054E0,-2.065663415E-1,-7.938530803E-2,2.257289695E0
3.381327667E0,1.679503938E0,-5.176130712E-2,4.502827484E-2,1.680904595E0
3.391373667E0,9.355289228E-1,1.963085711E-2,1.843978294E-1,9.537307248E-1
3.401419667E0,2.506394371E-1,-3.099901378E-2,1.265536821E-1,2.824834522E-1
3.411466667E0,-3.254711894E-2,-1.147171086E-1,-5.942525268E-2,1.332317177E-1
3.421512667E0,7.827786366E-2,-2.563904661E-1,4.653214216E-2,2.720822216E-1
3.431558667E0,3.499608269E-1,-2.774328411E-1,3.436443722E-1,5.635006799E-1
3.441605667E0,3.007527065E-1,-4.017247653E-1,6.841324174E-1,8.484527931E-1
3.451651667E0,-2.517642587E-1,-3.579519242E-1,7.653362095E-1,8.816202899E-1
3.461697667E0,-9.664141352E-1,1.889866877E-1,1.021886305E0,1.419127855E0
3.471744667E0,-1.420566132E0,5.643744242E-1,1.370313699E0,2.052872685E0
3.481790667E0,-1.853318563E0,8.167338198E-1,1.166634128E0,2.337280261E0
3.491836667E0,-2.285321234E0,7.731486744E-1,9.678521848E-1,2.599459534E0
3.501883667E0,-2.904192439E0,5.495751214E-1,8.202661228E-1,3.067442428E0
3.511929667E0,-3.520446576E0,4.191178930E-1,4.067533708E-1,3.568564447E0
3.521976667E0,-4.001351413E0,2.288050568E-1,5.330087535E-1,4.043174893E0
3.532022667E0,-4.003696146E0,5.671863502E-1,6.450776947E-1,4.094802610E0
3.542068667E0,-3.780929801E0,8.054872853E-1,9.478909600E-1,3.980293607E0
3.552115667E0,-3.561406030E0,8.867191440E-1,1.794784133E0,4.085478410E0
3.562161667E0,-3.600494959E0,9.687567490E-1,2.525159841E0,4.503163977E0
3.572207667E0,-3.816057826E0,1.041020733E0,1.734903967E0,4.319249157E0
3.582254667E0,-4.215635494E0,5.973702621E-1,8.479550278E-1,4.341366326E0
3.592300667E0,-4.515210864E0,7.539282918E-2,4.572417390E-1,4.538929745E0
3.602346667E0,-4.702565301E0,-1.028677261E-1,4.785829067E-1,4.727974596E0
3.612393667E0,-4.777595603E0,-1.408442223E-1,8.138470495E-1,4.848464072E0
3.622439667E0,-4.563003373E0,-1.138230693E-1,1.033892977E0,4.680052368E0
3.632485667E0,-4.053215923E0,1.029016399E-1,9.597374189E-1,4.166562610E0
3.642532667E0,-3.684159259E0,3.143381274E-1,9.557905483E-1,3.819080187E0
3.652578667E0,-3.492603597E0,3.784206873E-1,1.040859350E0,3.663996492E0
3.662624667E0,-3.249844745E0,5.344998300E-1,9.848944795E-1,3.437615172E0
3.672671667E0,-3.104021619E0,5.282070565E-1,8.843749952E-1,3.270484985E0
3.682717667E0,-3.177488960E0,3.664987993E-1,7.383267510E-1,3.282664139E0
3.692763667E0,-3.326229554E0,1.202251858E-1,5.480805731E-1,3.373225379E0
3.702810667E0,-3.659043129E0,-1.979697651E-1,1.534438026E-1,3.667605983E0
3.712856667E0,-3.863804143E0,-4.632591087E-1,-2.854014266E-1,3.901928424E0
3.722902667E0,-3.661443703E0,-4.194266260E-1,-5.072155523E-1,3.720128533E0
3.732949667E0,-3.321749125E0,-1.928581291E-1,-2.277244914E-1,3.335126677E0
3.742995667E0,-2.765693535E0,1.880335915E-1,5.569110382E-1,2.827466581E0
3.753042667E0,-2.046667566E0,6.618475091E-1,1.615721340E0,2.690250118E0
3.763088667E0,-1.498847486E0,9.292535448E-1,2.336624558E0,2.927434075E0
3.773134667E0,-1.224053786E0,1.035527274E0,2.392222223E0,2.879817975E0
3.783181667E0,-1.150990049E0,8.544799358E-1,1.855281765E0,2.344564881E0
3.793227667E0,-1.118663571E0,6.515575790E-1,6.934400153E-1,1.468602914E0
3.803274292E0,-1.120042052E0,4.993264890E-1,-3.333532727E-1,1.270805078E0
3.813321292E0,-1.374481887E0,1.303794605E-1,-1.010850270E0,1.711145093E0
3.823367292E0,-1.391236060E0,1.878470653E-1,-1.366476756E0,1.959102606E0
3.833413292E0,-1.092382675E0,3.785159969E-1,-1.286175774E0,1.729399431E0
3.843460292E0,-7.554492257E-1,4.798605233E-1,-1.087541181E0,1.408444346E0
3.853506292E0,-5.383823812E-1,5.188678837E-1,-9.288571036E-1,1.192415610E0
3.863552292E0,-2.014914517E-1,4.946721053E-1,-6.252170420E-1,8.223111616E-1
3.873599292E0,4.598372084E-1,5.079809529E-1,-6.565842111E-2,6.883356267E-1
3.883645292E0,1.049321440E0,5.504223830E-1,5.047561769E-1,1.287951507E0
3.893691292E0,1.274902635E0,4.541327745E-1,1.006308153E0,1.686496191E0
3.903738292E0,1.356073829E0,4.462489736E-1,1.302255617E0,1.932341602E0
3.913784292E0,1.498495922E0,4.813077092E-1,1.244588038E0,2.006525984E0
3.923831292E0,1.793135803E0,4.995135999E-1,7.134176854E-1,1.993442911E0
3.933877292E0,1.958598996E0,3.145363480E-1,5.258868814E-2,1.984391270E0
3.943923292E0,2.149982019E0,-6.735992432E-2,-6.426300502E-1,2.244979604E0
3.953970292E0,2.572768163E0,-2.846752024E-1,-9.735871339E-1,2.765510423E0
3.964016292E0,3.133211796E0,-3.491530341E-1,-6.985797179E-1,3.229076900E0
3.974062292E0,3.572420430E0,-4.083677870E-1,-3.304927782E-1,3.610841654E0
3.984109292E0,4.024397336E0,-4.023843312E-1,-6.629571280E-2,4.045007069E0
3.994155292E0,4.521419145E0,-3.802795172E-1,2.768258818E-1,4.545819636E0
4.004201292E0,4.790870829E0,-1.894252288E-1,6.386504352E-1,4.836961815E0
4.014248292E0,4.901679366E0,-8.830406606E-2,5.920036876E-1,4.938089366E0
4.024294292E0,5.042915937E0,-1.775103575E-1,4.443743563E-1,5.065568047E0
4.034340292E0,5.184389319E0,-2.536832052E-1,2.702571380E-1,5.197623178E0
4.044387292E0,5.208010901E0,-4.007313234E-1,1.272248876E-1,5.224954479E0
4.054433292E0,4.974070820E0,-5.247881895E-1,7.087292234E-2,5.002180138E0
4.064479292E0,4.594990859E0,-5.683511156E-1,1.837779880E-2,4.630043383E0
4.074526292E0,4.206714982E0,-7.150361216E-1,-8.018287738E-2,4.267804692E0
4.084572292E0,3.940090719E0,-7.523518825E-1,-3.082348037E-1,4.023102897E0
4.094618292E0,3.705539019E0,-7.855506188E-1,-5.015063310E-1,3.820944620E0
4.104665292E0,3.486776847E0,-8.888814443E-1,-6.742307425E-1,3.660916565E0
4.114711292E0,3.346023549E0,-8.949830139E-1,-8.754708552E-1,3.572578537E0
4.124757292E0,3.159759032E0,-9.047028404E-1,-1.059384499E0,3.453239043E0
4.134804292E0,3.007943679E0,-8.732109064E-1,-1.134531745E0,3.331273742E0
4.144850292E0,2.771770838E0,-8.770548660E-1,-1.028663228E0,3.083842871E0
4.154897292E0,2.530341643E0,-7.525693989E-1,-9.157149017E-1,2.794194573E0
4.164943292E0,2.353829113E0,-6.763871956E-1,-8.299748397E-1,2.585898174E0
4.174989292E0,1.969247507E0,-5.893765336E-1,-7.497218049E-1,2.188008964E0
4.185036292E0,1.644790480E0,-4.927203047E-1,-7.715003443E-1,1.882371325E0
4.195082292E0,1.607106491E0,-4.250288433E-1,-9.006863880E-1,1.890681560E0
4.205128292E0,1.552897686E0,-6.572334713E-1,-5.651871872E-1,1.778449779E0
4.215175292E0,1.895153344E0,-4.653880799E-1,-2.992043638E-1,1.974263284E0
4.225221292E0,2.110756265E0,-4.423781168E-1,-1.251771013E-2,2.156651827E0
4.235267292E0,2.167831522E0,-6.773250890E-1,5.877504230E-2,2.271941304E0
4.245314292E0,2.292489336E0,-8.004335368E-1,1.851824709E-1,2.435260509E0
4.255360292E0,2.350153407E0,-7.922912890E-1,4.333301353E-1,2.517681777E0
4.265406292E0,2.210503917E0,-6.826735371E-1,5.114384115E-1,2.369375440E0
4.275453292E0,1.898375306E0,-5.096795690E-1,5.133364177E-1,2.031530542E0
4.285499292E0,1.808496293E0,-1.881961441E-1,7.646170020E-1,1.972489744E0
4.295545292E0,1.831598203E0,2.202657831E-1,9.010723042E-1,2.053095295E0
4.305592292E0,1.740634823E0,5.055023181E-1,9.749588907E-1,2.058127066E0
4.315638292E0,1.439117447E0,6.596974880E-1,1.086558849E0,1.920122375E0
4.325684292E0,1.019389178E0,9.130754685E-1,1.386861320E0,1.948395603E0
4.335731292E0,5.770396395E-1,1.314275739E0,1.571486569E0,2.128348068E0
4.345777292E0,9.151948649E-2,1.526639594E0,1.672898338E0,2.266625933E0
4.355823292E0,-5.019649354E-1,1.536275221E0,1.720349663E0,2.360447694E0
4.365870292E0,-1.438533457E0,1.049005106E0,1.494851207E0,2.324730167E0
4.375916292E0,-1.609999401E0,8.668807107E-1,1.293851999E0,2.240007418E0
4.385963292E0,-1.180596987E0,1.328129547E0,1.403179729E0,2.264210832E0
4.396009292E0,-1.021300852E0,1.604109939E0,1.778021336E0,2.603379342E0
4.406055292E0,-9.301229527E-1,1.646991080E0,1.971048449E0,2.731801661E0
4.416102292E0,-8.678460860E-1,1.690952201E0,1.793067391E0,2.612961317E0
4.426148292E0,-1.357939237E0,1.618524495E0,1.360734791E0,2.513010084E0
4.436194292E0,-2.195792030E0,1.423018162E0,1.005977200E0,2.803296891E0
4.446241292E0,-2.974526550E0,1.179799719E0,7.306388319E-1,3.282311483E0
4.456287292E0,-3.744981996E0,8.271956581E-1,4.956614542E-1,3.867146634E0
4.466333292E0,-4.385777190E0,4.968917084E-1,1.249725401E-1,4.415604270E0
4.476380292E0,-4.429449167E0,3.019449538E-1,-1.543302405E-1,4.442410213E0
4.486426292E0,-3.724103928E0,3.104403734E-1,2.532838404E-1,3.745594212E0
4.496472292E0,-3.142344562E0,7.912610096E-1,1.028483133E0,3.399735415E0
4.506519292E0,-3.074398747E0,1.006939652E0,1.857154044E0,3.730264905E0
4.516565292E0,-3.012508893E0,1.018732901E0,2.096778789E0,3.809134789E0
4.526611292E0,-3.375088596E0,8.188692230E-1,1.793733974E0,3.908868302E0
4.536658292E0,-4.299483105E0,4.078403682E-1,1.215822076E0,4.486659342E0
4.546704292E0,-5.230560104E0,3.945701122E-2,4.701021051E-1,5.251791298E0
4.556750292E0,-5.612905442E0,-3.085558158E-1,-2.846985912E-1,5.628584856E0
4.566797292E0,-5.857822502E0,-8.874623251E-1,-2.467934128E-1,5.929804451E0
4.576843292E0,-5.866040179E0,-9.056436574E-1,-1.997678022E-1,5.938899308E0
4.586890292E0,-5.243709907E0,-3.692247713E-1,1.351373216E-1,5.258429672E0
4.596936292E0,-4.536705813E0,2.314971149E-2,7.402060461E-1,4.596753260E0
4.606982292E0,-4.083624076E0,4.084952563E-1,9.627194989E-1,4.215410158E0
4.617029292E0,-3.954172276E0,4.676690787E-1,9.931086481E-1,4.103712653E0
4.627075292E0,-3.784681082E0,4.431306535E-1,8.026917315E-1,3.894160973E0
4.637121292E0,-3.896584511E0,2.704518503E-1,4.736525345E-1,3.934572629E0
4.647168292E0,-4.121833583E0,-4.574744582E-2,-1.858595967E-2,4.122129347E0
4.657214292E0,-4.114342423E0,-1.469288349E-1,-5.311107838E-1,4.151081825E0
4.667260292E0,-3.952073418E0,-1.357425267E-1,-1.012302718E0,4.081919540E0
4.677307292E0,-3.706148298E0,-1.790908599E-1,-1.168176624E0,3.890018685E0
4.687353292E0,-3.344778092E0,-1.829734111E-1,-8.984773099E-1,3.468181257E0
4.697399292E0,-3.063458607E0,-1.103726274E-1,-5.454388011E-1,3.113593460E0
4.707446292E0,-2.802730091E0,-1.088324708E-1,-2.907422551E-1,2.819870836E0
4.717492292E0,-2.394265533E0,-8.915775955E-2,2.008998048E-1,2.404333022E0
4.727538292E0,-1.810411548E0,3.456721866E-1,6.211567354E-1,1.944971703E0
4.737585292E0,-1.205191180E0,8.733044618E-1,8.976481748E-1,1.738079028E0
4.747631292E0,-7.130721150E-1,1.034081258E0,8.964600205E-1,1.543190350E0
4.757677292E0,-3.445671359E-1,6.718345535E-1,8.886434627E-1,1.166094071E0
4.767724292E0,-2.024385362E-1,5.105127972E-1,8.140540409E-1,9.819820052E-1
4.777770292E0,-5.962468293E-1,3.388666123E-1,5.405680339E-1,8.732437584E-1
4.787816292E0,-1.153547182E0,1.592898488E-2,2.846623385E-1,1.188258171E0
4.797863333E0,-1.353717255E0,-7.799016237E-2,5.964342691E-4,1.355962104E0
4.807909333E0,-1.066637093E0,1.511622190E-2,-1.734354329E-1,1.080751145E0
4.817956333E0,-5.058623604E-1,1.489747757E-1,-9.471900981E-2,5.357815808E-1
4.828002333E0,-1.441627913E-1,3.731704724E-1,1.366564647E-1,4.227459062E-1
4.838048333E0,1.459100490E-1,6.647892433E-1,8.107269752E-1,1.058542729E0
4.848095333E0,5.623524936E-1,9.230777156E-1,1.420308563E0,1.784821898E0
4.858141333E0,8.093491519E-1,1.045266981E0,1.497314054E0,1.997392923E0
4.868187333E0,8.851689740E-1,7.969199449E-1,1.314110262E0,1.773553296E0
4.878234333E0,8.607256392E-1,5.142684639E-1,8.797650504E-1,1.333906752E0
4.888280333E0,7.439389086E-1,3.193819356E-1,3.974867034E-1,9.019121908E-1
4.898326333E0,5.747303548E-1,1.257139671E-1,-1.875447643E-1,6.174884783E-1
4.908373333E0,4.822937690E-1,-1.052007651E-1,-3.858016276E-1,6.265120721E-1
4.918419333E0,7.035024887E-1,-1.327288717E-1,-2.223462589E-1,7.496469595E-1
4.928465333E0,1.125484567E0,8.507230997E-2,3.231054060E-1,1.174031478E0
4.938512333E0,1.338733180E0,4.482814658E-1,1.029578902E0,1.747339553E0
4.948558333E0,1.392452573E0,8.072993374E-1,1.696408238E0,2.338473284E0
4.958604333E0,1.378762634E0,9.204470533E-1,1.631014148E0,2.325600208E0
4.968651333E0,1.184851421E0,6.658604532E-1,1.160833690E0,1.787394162E0
4.978697333E0,8.469875329E-1,6.641852260E-2,5.052076550E-1,9.884503405E-1
4.988743333E0,7.790917844E-1,-2.794770277E-1,2.594997961E-2,8.281091829E-1
4.998790333E0,1.003893180E0,-2.259638947E-1,-1.839990127E-1,1.045330969E0
5.008836333E0,1.546119740E0,-9.489621699E-2,-1.698378604E-2,1.549122329E0
5.018882333E0,2.211395179E0,8.174173594E-2,1.841358741E-1,2.220553167E0
5.028929333E0,2.433848698E0,1.728846252E-2,4.528469352E-1,2.475679446E0
5.038975333E0,2.709093364E0,2.997458160E-2,8.039547300E-1,2.826026989E0
5.049022333E0,2.828891703E0,1.615784490E-1,7.646661186E-1,2.934867993E0
5.059068333E0,2.833452532E0,1.110848182E-1,5.643194969E-1,2.891236687E0
5.069114333E0,2.885164137E0,3.173400879E-2,3.730477174E-1,2.909354524E0
5.079161333E0,2.910163323E0,-9.164516509E-2,1.165069779E-1,2.913936046E0
5.089207333E0,2.721338019E0,-2.682445264E-1,-1.425539116E-1,2.738239828E0
5.099253333E0,2.527854238E0,-2.708827901E-1,-8.670832437E-2,2.543804801E0
5.109300333E0,2.672159427E0,-9.898692906E-2,1.173501098E-1,2.676565983E0
5.119346333E0,3.016526807E0,1.259431779E-1,4.239196996E-1,3.048770830E0
5.129392333E0,3.330370553E0,2.638316327E-1,7.171422887E-1,3.416909160E0
5.139439333E0,3.331296459E0,3.051369488E-1,6.570387590E-1,3.409155993E0
5.149485333E0,2.899020284E0,1.073817766E-1,2.780783371E-1,2.914305581E0
5.159531333E0,2.449071047E0,-2.216615134E-1,-2.783063785E-1,2.474780244E0
5.169578333E0,2.186633829E0,-4.886237454E-1,-7.670073438E-1,2.368210491E0
5.179624333E0,2.063572451E0,-6.210549939E-1,-1.141963556E0,2.438877063E0
5.189670333E0,2.034224398E0,-7.088193619E-1,-1.447742529E0,2.595467631E0
5.199717333E0,2.114497314E0,-6.479878539E-1,-1.389776741E0,2.611985172E0
5.209763333E0,2.135028496E0,-3.929065794E-1,-9.389306867E-1,2.365230030E0
5.219809333E0,2.251098796E0,-1.045131326E-1,-2.714909005E-1,2.269818516E0
5.229856333E0,2.455858641E0,-6.998649359E-2,-1.934609771E-2,2.456931835E0
5.239902333E0,2.512709072E0,-1.151117957E-1,-6.644074202E-2,2.516221766E0
5.249948333E0,2.442878553E0,-1.187458402E-1,1.257736087E-2,2.445795247E0
5.259995333E0,2.344314377E0,-8.119619071E-2,2.814697953E-1,2.362546924E0
5.270041333E0,2.135731331E0,-4.341733038E-2,1.447174545E-1,2.141069015E0
5.280088333E0,1.793527713E0,-7.772762239E-2,-1.221295873E-1,1.799360686E0
5.290134333E0,1.443526248E0,-2.424454415E-1,-2.968280554E-1,1.493537651E0
5.300180333E0,1.337615338E0,-2.847114551E-1,-6.092974126E-1,1.497170245E0
5.310227333E0,1.515705155E0,-3.155449927E-1,-8.878681219E-1,1.784724225E0
5.320273333E0,1.760007380E0,-3.144626731E-1,-8.439788481E-1,1.977071836E0
5.330319333E0,1.846124295E0,-3.574859011E-1,-5.722400987E-1,1.965560941E0
5.340366333E0,2.034210219E0,-3.526520079E-1,-2.383629155E-1,2.078266473E0
5.350412333E0,1.881281702E0,-3.099673337E-1,1.298549835E-1,1.911063292E0
5.360458333E0,1.401172672E0,-2.392739117E-2,6.167654765E-1,1.531096676E0
5.370505333E0,8.160803204E-1,4.824373913E-1,1.026298614E0,1.397147727E0
5.380551333E0,1.647368408E-1,6.781606561E-1,9.149547637E-1,1.150731212E0
5.390597333E0,-3.856379787E-1,5.626641136E-1,4.953410268E-1,8.430126264E-1
5.400644333E0,-7.853087633E-1,3.507510781E-1,1.103416554E-1,8.671282797E-1
5.410690333E0,-9.411246351E-1,2.156295258E-1,-3.769676542E-1,1.036492298E0
5.420736333E0,-9.390830067E-1,1.451343244E-1,-6.911642790E-1,1.175010181E0
5.430783333E0,-7.784455939E-1,9.145045280E-4,-6.571942949E-1,1.018765292E0
5.440829333E0,-2.289963704E-1,2.157447159E-2,-4.231302524E-1,4.816056540E-1
5.450875333E0,2.344736583E-1,1.586723828E-1,-1.748436252E-2,2.836556441E-1
5.460922333E0,3.966598706E-1,2.017488205E-1,4.258679187E-1,6.159587029E-1
5.470968333E0,3.428861711E-1,4.267590344E-2,6.454589331E-1,7.321266239E-1
5.481015333E0,3.026820501E-1,1.224021041E-1,8.420341372E-1,9.031169287E-1
5.491061333E0,2.291977156E-1,3.587348664E-1,9.963281250E-1,1.083462980E0
5.501107333E0,1.043606482E-1,4.262316155E-1,8.180090976E-1,9.282798170E-1
5.511154333E0,-1.226418308E-1,3.478678161E-1,3.447962737E-1,5.049133653E-1
5.521200333E0,-3.333306878E-1,2.367783201E-1,-4.843362928E-2,4.117270173E-1
5.531246333E0,-4.198096917E-1,2.055869329E-1,-5.707701087E-2,4.709181982E-1
5.541293333E0,-4.234455635E-1,2.962725699E-1,2.451082635E-1,5.719804557E-1
5.551339333E0,-5.070953190E-1,4.536404389E-1,5.405166149E-1,8.689611737E-1
5.561385333E0,-6.186435290E-1,5.422397894E-1,7.665056527E-1,1.124399716E0
5.571432333E0,-7.158411370E-1,5.388478196E-1,1.036940546E0,1.370412785E0
5.581478333E0,-9.408256231E-1,5.453914386E-1,1.181829872E0,1.606028182E0
5.591524333E0,-1.277151182E0,5.098000216E-1,9.404755211E-1,1.665984816E0
5.601571333E0,-1.577766186E0,3.873283356E-1,6.275863338E-1,1.741618209E0
5.611617333E0,-1.882548940E0,2.198541391E-1,1.481579196E-1,1.901125226E0
5.621663333E0,-2.094566641E0,5.761904776E-2,-3.852110589E-1,2.130473404E0
5.631710333E0,-2.114905157E0,-1.118613285E-1,-7.741924024E-1,2.254930300E0
5.641756333E0,-1.763782635E0,-2.119943118E-1,-7.536908948E-1,1.929746288E0
5.651802333E0,-1.320248085E0,-1.049160057E-1,-3.033991563E-1,1.358717565E0
5.661849333E0,-1.114050995E0,9.030322909E-2,3.081868565E-1,1.159415124E0
5.671895333E0,-9.566867803E-1,2.388336164E-1,7.973684263E-1,1.268103899E0
5.681941333E0,-1.036104687E0,1.748340869E-1,9.375472355E-1,1.408216851E0
5.691988333E0,-1.299511958E0,8.390929878E-2,7.231017709E-1,1.489512762E0
5.702034333E0,-1.485970602E0,-4.921309054E-2,4.123912561E-1,1.542918373E0
5.712081333E0,-1.511680516E0,-1.764987892E-1,7.755746841E-2,1.523924200E0
5.722127333E0,-1.360614923E0,-2.949943686E-1,-1.996414840E-1,1.406467692E0
5.732173333E0,-1.154395467E0,-4.002249545E-1,-3.853572392E-1,1.281135867E0
5.742220333E0,-1.004928356E0,-4.772134888E-1,-4.505338132E-1,1.200247654E0
5.752266333E0,-8.476861290E-1,-3.823663884E-1,-2.248663723E-1,9.567344008E-1
5.762312333E0,-6.685386242E-1,-2.371958113E-1,1.747066176E-1,7.305670039E-1
5.772359333E0,-5.760675764E-1,-4.996621192E-2,4.732362127E-1,7.471967532E-1
5.782405333E0,-6.303364985E-1,8.528865695E-2,6.332850301E-1,8.975790694E-1
5.792451333E0,-6.534473991E-1,2.532370627E-2,6.127893698E-1,8.961839127E-1
5.802498333E0,-5.793405189E-1,-1.098025239E-1,3.618713129E-1,6.918402114E-1
5.812544333E0,-5.369945080E-1,-2.236793876E-1,2.254885161E-1,6.238915298E-1
5.822590333E0,-5.573315261E-1,-2.899499756E-1,2.408503211E-1,6.728285781E-1
5.832637333E0,-4.651316429E-1,-3.436233222E-1,2.836519214E-1,6.441140003E-1
5.842683333E0,-3.462309246E-1,-2.778158337E-1,1.893714345E-1,4.826168571E-1
5.852729333E0,-3.564169570E-1,-2.589819521E-1,1.051902493E-1,4.529566064E-1
5.862776333E0,-5.260865638E-1,-1.868068457E-1,1.480409936E-1,5.775638544E-1
5.872822333E0,-5.745403203E-1,-3.467164993E-2,1.054605642E-2,5.756821364E-1
5.882868333E0,-6.291830622E-1,6.995024085E-3,-7.577638825E-2,6.337683466E-1
5.892915333E0,-6.572492588E-1,4.489492178E-2,-2.096682712E-1,6.913413962E-1
5.902961333E0,-5.621593527E-1,1.734108746E-2,-4.606553435E-1,7.269987598E-1
5.913007333E0,-4.736231157E-1,1.864384711E-2,-5.119026804E-1,6.976466175E-1
5.923054333E0,-5.054762615E-1,5.255652845E-2,-4.717814255E-1,6.934307125E-1
5.933100333E0,-5.066265550E-1,-6.078180671E-3,-5.044474804E-1,7.149648040E-1
5.943147333E0,-3.952935224E-1,4.525978804E-2,-3.655527198E-1,5.403093635E-1
5.953193333E0,-3.156586845E-1,1.877330446E-1,-9.481028119E-2,3.793060645E-1
5.963239333E0,-2.413171481E-1,3.087698239E-1,1.185466329E-2,3.920628817E-1
5.973286333E0,-1.381546676E-1,2.803944558E-1,4.836818615E-2,3.163024572E-1
5.983332333E0,2.662690903E-2,3.198456198E-1,9.065172315E-2,3.335085422E-1
5.993378333E0,1.413794709E-1,3.754894781E-1,1.473615289E-2,4.014942804E-1
6.003425333E0,1.289021523E-1,3.232317424E-1,-2.367186785E-2,3.487905983E-1
6.013471333E0,5.758300059E-2,2.157692742E-1,-6.948012471E-2,2.338796045E-1
6.023517333E0,-1.570501368E-2,1.776372421E-1,-2.137039463E-2,1.796060439E-1
6.033564333E0,-6.501987318E-2,2.101805055E-1,3.396765430E-2,2.226145331E-1
6.043610333E0,-6.403257082E-2,2.735929745E-1,4.752734740E-2,2.849774282E-1
6.053656333E0,-1.452105027E-1,2.735754329E-1,-1.509282847E-2,3.100925685E-1
6.063703333E0,-1.972311155E-1,3.026355100E-1,-1.055071136E-2,3.613857805E-1
6.073749333E0,-1.805425134E-2,4.040350002E-1,4.024989367E-2,4.064360852E-1
